from_station_id,from_line,to_station_id,to_line,edge_type,distance_km,transfer_walk_min
172,Rapid Metro,171,Rapid Metro,ride,1.070554585091933,
241,Grey Line,240,Grey Line,ride,1.0698262226686654,
240,Grey Line,241,Grey Line,ride,1.0698262226686654,
240,Grey Line,239,Grey Line,ride,2.390851956415846,
239,Grey Line,240,Grey Line,ride,2.390851956415846,
239,Grey Line,113,Grey Line,ride,1.226531582298693,
113,Grey Line,239,Grey Line,ride,1.226531582298693,
113,Grey Line,113,Blue Line,transfer,0.0,4
508,Aqua Line,507,Aqua Line,ride,1.5780832907386484,
508,Aqua Line,509,Aqua Line,ride,1.089651617510923,
507,Aqua Line,508,Aqua Line,ride,1.5780832907386484,
507,Aqua Line,506,Aqua Line,ride,1.4538114760655163,
506,Aqua Line,507,Aqua Line,ride,1.4538114760655163,
506,Aqua Line,505,Aqua Line,ride,1.1179328421457047,
505,Aqua Line,506,Aqua Line,ride,1.1179328421457047,
505,Aqua Line,504,Aqua Line,ride,1.9500140893245719,
504,Aqua Line,505,Aqua Line,ride,1.9500140893245719,
504,Aqua Line,503,Aqua Line,ride,0.9029665872588423,
503,Aqua Line,504,Aqua Line,ride,0.9029665872588423,
503,Aqua Line,502,Aqua Line,ride,1.1655185114084754,
502,Aqua Line,503,Aqua Line,ride,1.1655185114084754,
502,Aqua Line,501,Aqua Line,ride,1.0209403582346082,
501,Aqua Line,502,Aqua Line,ride,1.0209403582346082,
501,Aqua Line,500,Aqua Line,ride,1.2574579984659013,
500,Aqua Line,501,Aqua Line,ride,1.2574579984659013,
520,Aqua Line,519,Aqua Line,ride,0.8605738508239434,
519,Aqua Line,520,Aqua Line,ride,0.8605738508239434,
519,Aqua Line,518,Aqua Line,ride,1.2778887235719316,
518,Aqua Line,519,Aqua Line,ride,1.2778887235719316,
518,Aqua Line,517,Aqua Line,ride,1.5084134193348866,
517,Aqua Line,518,Aqua Line,ride,1.5084134193348866,
517,Aqua Line,516,Aqua Line,ride,0.9435334156768953,
516,Aqua Line,517,Aqua Line,ride,0.9435334156768953,
516,Aqua Line,515,Aqua Line,ride,1.063054686066441,
515,Aqua Line,516,Aqua Line,ride,1.063054686066441,
515,Aqua Line,514,Aqua Line,ride,2.508610934648675,
514,Aqua Line,515,Aqua Line,ride,2.508610934648675,
514,Aqua Line,513,Aqua Line,ride,1.6433911982223266,
513,Aqua Line,514,Aqua Line,ride,1.6433911982223266,
513,Aqua Line,512,Aqua Line,ride,1.4917980504995283,
512,Aqua Line,513,Aqua Line,ride,1.4917980504995283,
512,Aqua Line,511,Aqua Line,ride,1.696355302793405,
511,Aqua Line,512,Aqua Line,ride,1.696355302793405,
511,Aqua Line,510,Aqua Line,ride,1.2175016381874653,
510,Aqua Line,511,Aqua Line,ride,1.2175016381874653,
510,Aqua Line,509,Aqua Line,ride,1.3598180631231187,
509,Aqua Line,510,Aqua Line,ride,1.3598180631231187,
509,Aqua Line,508,Aqua Line,ride,1.089651617510923,
